,id,Date,id item,Unit price,Quantity
0,0,2016-01-13,55,44.99,1
1,1,2016-01-07,57,31.99,1
2,2,2016-01-16,57,31.99,1
3,3,2016-01-22,57,31.99,1
4,4,2016-01-11,58,20.99,1
5,5,2016-01-15,58,20.99,1
6,6,2016-01-20,58,20.99,1
7,7,2016-01-22,58,20.99,1
8,8,2016-01-23,58,20.99,1
9,9,2016-01-24,58,20.99,1
10,10,2016-01-30,58,20.99,1
11,11,2016-01-01,59,11.49,1
12,12,2016-01-02,59,11.49,1
13,13,2016-01-03,59,11.49,1
14,14,2016-01-06,59,11.49,1
15,15,2016-01-09,59,11.49,1
16,16,2016-01-10,59,11.49,1
17,17,2016-01-12,59,11.49,1
18,18,2016-01-15,59,11.49,1
19,19,2016-01-16,59,11.49,2
20,20,2016-01-18,59,11.49,1
21,21,2016-01-21,59,11.49,1
22,22,2016-01-22,59,11.49,1
23,23,2016-01-24,59,11.49,1
24,24,2016-01-25,59,11.49,1
25,25,2016-01-27,59,11.49,1
26,26,2016-01-31,59,11.49,1
27,27,2016-01-22,60,27.99,1
28,28,2016-01-01,61,19.99,1
29,29,2016-01-07,61,21.99,1
30,30,2016-01-08,61,21.99,1
31,31,2016-01-09,61,21.99,2
32,32,2016-01-11,61,21.99,2
33,33,2016-01-14,61,21.99,1
34,34,2016-01-17,61,21.99,1
35,35,2016-01-20,61,21.99,1
36,36,2016-01-23,61,21.99,3
37,37,2016-01-26,61,21.99,1
38,38,2016-01-29,61,21.99,7
39,39,2016-01-01,62,29.99,1
40,40,2016-01-07,62,34.99,1
41,41,2016-01-08,62,34.99,2
42,42,2016-01-09,62,34.99,1
43,43,2016-01-11,62,34.99,1
44,44,2016-01-14,62,34.99,1
45,45,2016-01-15,62,34.99,2
46,46,2016-01-16,62,34.99,1
47,47,2016-01-19,62,34.99,2
48,48,2016-01-21,62,34.99,1
49,49,2016-01-22,62,34.99,1
50,50,2016-01-23,62,34.99,1
51,51,2016-01-27,62,34.99,2
52,52,2016-01-28,62,34.99,2
53,53,2016-01-30,62,34.99,1
54,54,2016-01-31,62,34.99,1
55,55,2016-01-01,63,25.99,1
56,56,2016-01-04,63,27.99,1
57,57,2016-01-14,63,27.99,1
58,58,2016-01-01,65,12.99,6
59,59,2016-01-02,65,12.99,4
60,60,2016-01-05,65,12.99,2
61,61,2016-01-06,65,12.99,1
62,62,2016-01-10,65,12.99,1
63,63,2016-01-11,65,12.99,2
64,64,2016-01-12,65,12.99,2
65,65,2016-01-13,65,12.99,2
66,66,2016-01-14,65,12.99,7
67,67,2016-01-15,65,12.99,3
68,68,2016-01-16,65,12.99,5
69,69,2016-01-17,65,12.99,2
70,70,2016-01-18,65,12.99,3
71,71,2016-01-20,65,12.99,2
72,72,2016-01-21,65,12.99,1
73,73,2016-01-22,65,12.99,3
74,74,2016-01-23,65,12.99,4
75,75,2016-01-24,65,12.99,3
76,76,2016-01-25,65,12.99,1
77,77,2016-01-26,65,12.99,2
78,78,2016-01-27,65,12.99,3
79,79,2016-01-28,65,12.99,1
80,80,2016-01-29,65,12.99,9
81,81,2016-01-30,65,12.99,6
82,82,2016-01-31,65,12.99,2
83,83,2016-01-01,66,26.99,1
84,84,2016-01-02,66,26.99,6
85,85,2016-01-03,66,26.99,3
86,86,2016-01-06,66,22.99,8
87,87,2016-01-07,66,22.99,6
88,88,2016-01-08,66,22.99,12
89,89,2016-01-09,66,22.99,4
90,90,2016-01-10,66,22.99,2
91,91,2016-01-11,66,22.99,2
92,92,2016-01-12,66,22.99,2
93,93,2016-01-14,66,22.99,5
94,94,2016-01-15,66,22.99,12
95,95,2016-01-16,66,22.99,10
96,96,2016-01-17,66,22.99,3
97,97,2016-01-18,66,22.99,3
98,98,2016-01-21,66,22.99,10
99,99,2016-01-22,66,22.99,12
100,100,2016-01-23,66,22.99,4
101,101,2016-01-24,66,22.99,3
102,102,2016-01-25,66,22.99,3
103,103,2016-01-26,66,22.99,2
104,104,2016-01-27,66,22.99,4
105,105,2016-01-28,66,22.99,10
106,106,2016-01-29,66,22.99,15
107,107,2016-01-30,66,22.99,3
108,108,2016-01-31,66,22.99,1
109,109,2016-01-09,67,49.99,1
110,110,2016-01-15,67,49.99,2
111,111,2016-01-30,67,49.99,1
112,112,2016-01-04,68,4.99,1
113,113,2016-01-14,68,4.99,2
114,114,2016-01-15,68,4.99,1
115,115,2016-01-07,69,50.99,1
116,116,2016-01-08,69,50.99,1
117,117,2016-01-14,69,50.99,1
118,118,2016-01-18,69,50.99,1
119,119,2016-01-22,69,50.99,1
120,120,2016-01-01,70,15.99,1
121,121,2016-01-05,70,15.99,1
122,122,2016-01-06,70,15.99,2
123,123,2016-01-07,70,15.99,3
124,124,2016-01-08,70,15.99,1
125,125,2016-01-09,70,15.99,1
126,126,2016-01-11,70,15.99,2
127,127,2016-01-13,70,15.99,1
128,128,2016-01-14,70,15.99,1
129,129,2016-01-15,70,15.99,3
130,130,2016-01-16,70,15.99,2
131,131,2016-01-29,70,15.99,1
132,132,2016-01-04,71,22.99,1
133,133,2016-01-06,71,22.99,1
134,134,2016-01-14,71,22.99,1
135,135,2016-01-29,71,22.99,1
136,136,2016-01-04,72,26.99,1
137,137,2016-01-05,72,26.99,1
138,138,2016-01-09,72,26.99,1
139,139,2016-01-11,72,26.99,1
140,140,2016-01-12,72,26.99,1
141,141,2016-01-16,72,26.99,2
142,142,2016-01-19,72,26.99,2
143,143,2016-01-20,72,26.99,2
144,144,2016-01-21,72,26.99,1
145,145,2016-01-22,72,26.99,1
146,146,2016-01-25,72,26.99,1
147,147,2016-01-26,72,26.99,1
148,148,2016-01-30,72,26.99,1
149,149,2016-01-09,73,49.99,1
150,150,2016-01-22,73,49.99,1
151,151,2016-01-31,73,49.99,1
152,152,2016-01-02,75,25.99,1
153,153,2016-01-05,75,29.99,1
154,154,2016-01-06,75,29.99,1
155,155,2016-01-08,75,29.99,1
156,156,2016-01-14,75,29.99,2
157,157,2016-01-16,75,29.99,1
158,158,2016-01-17,75,29.99,1
159,159,2016-01-20,75,29.99,1
160,160,2016-01-21,75,29.99,1
161,161,2016-01-22,75,29.99,1
162,162,2016-01-27,75,29.99,1
163,163,2016-01-29,75,29.99,1
164,164,2016-01-29,76,26.99,1
165,165,2016-01-16,77,59.99,2
166,166,2016-01-20,77,59.99,2
167,167,2016-01-21,77,59.99,1
168,168,2016-01-15,78,17.99,1
169,169,2016-01-19,78,17.99,1
170,170,2016-01-01,79,37.99,3
171,171,2016-01-07,79,38.99,1
172,172,2016-01-12,79,38.99,2
173,173,2016-01-13,79,38.99,2
174,174,2016-01-15,79,38.99,2
175,175,2016-01-16,79,38.99,1
176,176,2016-01-21,79,38.99,1
177,177,2016-01-22,79,38.99,2
178,178,2016-01-23,79,38.99,2
179,179,2016-01-26,79,38.99,1
180,180,2016-01-27,79,38.99,2
181,181,2016-01-28,79,38.99,1
182,182,2016-01-08,80,29.99,1
183,183,2016-01-13,80,29.99,1
184,184,2016-01-14,80,29.99,1
185,185,2016-01-16,80,29.99,4
186,186,2016-01-18,80,29.99,1
187,187,2016-01-22,80,29.99,1
188,188,2016-01-23,80,29.99,2
189,189,2016-01-24,80,29.99,1
190,190,2016-01-28,80,29.99,2
191,191,2016-01-30,80,29.99,5
192,192,2016-01-08,81,39.99,1
193,193,2016-01-11,81,39.99,1
194,194,2016-01-03,82,15.99,1
195,195,2016-01-04,82,15.99,2
196,196,2016-01-06,82,15.99,1
197,197,2016-01-07,82,15.99,1
198,198,2016-01-08,82,15.99,1
199,199,2016-01-09,82,15.99,3
200,200,2016-01-16,82,15.99,2
201,201,2016-01-21,82,15.99,1
202,202,2016-01-22,82,15.99,2
203,203,2016-01-23,82,15.99,2
204,204,2016-01-28,82,15.99,1
205,205,2016-01-29,82,15.99,2
206,206,2016-01-30,82,15.99,2
207,207,2016-01-31,82,15.99,1
208,208,2016-01-02,83,3.49,1
209,209,2016-01-05,83,3.49,2
210,210,2016-01-06,83,3.49,3
211,211,2016-01-11,83,3.49,3
212,212,2016-01-15,83,3.49,3
213,213,2016-01-16,83,3.49,2
214,214,2016-01-17,83,3.49,2
215,215,2016-01-22,83,3.49,5
216,216,2016-01-23,83,3.49,3
217,217,2016-01-29,83,3.49,1
218,218,2016-01-30,83,3.49,1
219,219,2016-01-31,83,3.49,3
220,220,2016-01-09,84,27.99,1
221,221,2016-01-14,84,27.99,1
222,222,2016-01-16,84,27.99,2
223,223,2016-01-18,84,27.99,1
224,224,2016-01-22,84,27.99,1
225,225,2016-01-23,84,27.99,1
226,226,2016-01-25,84,27.99,1
227,227,2016-01-26,84,27.99,1
228,228,2016-01-03,86,7.99,2
229,229,2016-01-04,86,7.99,2
230,230,2016-01-08,86,7.99,1
231,231,2016-01-09,86,7.99,3
232,232,2016-01-11,86,7.99,1
233,233,2016-01-12,86,7.99,2
234,234,2016-01-15,86,7.99,5
235,235,2016-01-16,86,7.99,2
236,236,2016-01-17,86,7.99,1
237,237,2016-01-18,86,7.99,1
238,238,2016-01-20,86,7.99,1
239,239,2016-01-22,86,7.99,3
240,240,2016-01-28,86,7.99,1
241,241,2016-01-30,86,7.99,1
242,242,2016-01-01,87,1.29,8
243,243,2016-01-05,87,1.29,6
244,244,2016-01-08,87,1.29,1
245,245,2016-01-12,87,1.29,1
246,246,2016-01-14,87,1.29,2
247,247,2016-01-15,87,1.29,2
248,248,2016-01-16,87,1.29,16
249,249,2016-01-17,87,1.29,9
250,250,2016-01-19,87,1.29,1
251,251,2016-01-23,87,1.29,5
252,252,2016-01-25,87,1.29,2
253,253,2016-01-30,87,1.29,12
254,254,2016-01-02,88,13.99,3
255,255,2016-01-08,88,14.49,1
256,256,2016-01-10,88,14.49,2
257,257,2016-01-12,88,14.49,1
258,258,2016-01-13,88,14.49,1
259,259,2016-01-15,88,14.49,2
260,260,2016-01-16,88,14.49,2
261,261,2016-01-21,88,14.49,2
262,262,2016-01-22,88,14.49,1
263,263,2016-01-28,88,14.49,2
264,264,2016-01-29,88,14.49,6
265,265,2016-01-30,88,14.49,2
266,266,2016-01-01,89,16.49,1
267,267,2016-01-02,89,16.49,2
268,268,2016-01-03,89,16.49,1
269,269,2016-01-04,89,14.49,2
270,270,2016-01-06,89,14.49,2
271,271,2016-01-07,89,14.49,3
272,272,2016-01-09,89,14.49,4
273,273,2016-01-11,89,14.49,2
274,274,2016-01-13,89,14.49,4
275,275,2016-01-14,89,14.49,4
276,276,2016-01-16,89,14.49,3
277,277,2016-01-20,89,14.49,2
278,278,2016-01-21,89,14.49,2
279,279,2016-01-22,89,14.49,6
280,280,2016-01-23,89,14.49,2
281,281,2016-01-26,89,14.49,2
282,282,2016-01-28,89,14.49,5
283,283,2016-01-30,89,14.49,1
284,284,2016-01-06,90,9.49,2
285,285,2016-01-07,90,9.49,1
286,286,2016-01-08,90,9.49,4
287,287,2016-01-09,90,9.49,1
288,288,2016-01-11,90,9.49,4
289,289,2016-01-13,90,9.49,2
290,290,2016-01-14,90,9.49,3
291,291,2016-01-15,90,9.49,3
292,292,2016-01-16,90,9.49,2
293,293,2016-01-17,90,9.49,1
294,294,2016-01-20,90,9.49,2
295,295,2016-01-22,90,9.49,4
296,296,2016-01-23,90,9.49,2
297,297,2016-01-24,90,9.49,2
298,298,2016-01-25,90,9.49,1
299,299,2016-01-26,90,9.49,2
300,300,2016-01-27,90,9.49,1
301,301,2016-01-28,90,9.49,2
302,302,2016-01-29,90,9.49,5
303,303,2016-01-30,90,9.49,4
304,304,2016-01-31,90,9.49,2
305,305,2016-01-05,91,14.49,1
306,306,2016-01-08,91,14.49,2
307,307,2016-01-11,91,14.49,1
308,308,2016-01-12,91,14.49,2
309,309,2016-01-13,91,14.49,1
310,310,2016-01-15,91,14.49,1
311,311,2016-01-16,91,14.49,1
312,312,2016-01-22,91,14.49,2
313,313,2016-01-29,91,14.49,11
314,314,2016-01-31,91,14.49,1
315,315,2016-01-13,92,41.99,1
316,316,2016-01-30,92,41.99,2
317,317,2016-01-06,93,25.99,1
318,318,2016-01-07,93,25.99,1
319,319,2016-01-09,93,25.99,2
320,320,2016-01-14,93,25.99,1
321,321,2016-01-16,93,25.99,2
322,322,2016-01-20,93,25.99,1
323,323,2016-01-21,93,25.99,1
324,324,2016-01-22,93,25.99,3
325,325,2016-01-23,93,25.99,1
326,326,2016-01-24,93,25.99,1
327,327,2016-01-27,93,25.99,1
328,328,2016-01-28,93,25.99,2
329,329,2016-01-01,94,26.99,1
330,330,2016-01-02,94,26.99,5
331,331,2016-01-05,94,26.99,2
332,332,2016-01-06,94,26.99,2
333,333,2016-01-07,94,26.99,4
334,334,2016-01-08,94,26.99,4
335,335,2016-01-09,94,26.99,3
336,336,2016-01-10,94,26.99,2
337,337,2016-01-11,94,26.99,4
338,338,2016-01-14,94,26.99,5
339,339,2016-01-15,94,26.99,5
340,340,2016-01-16,94,26.99,8
341,341,2016-01-18,94,26.99,1
342,342,2016-01-19,94,26.99,1
343,343,2016-01-20,94,26.99,6
344,344,2016-01-21,94,26.99,3
345,345,2016-01-22,94,26.99,5
346,346,2016-01-23,94,26.99,5
347,347,2016-01-24,94,26.99,1
348,348,2016-01-26,94,26.99,3
349,349,2016-01-28,94,26.99,3
350,350,2016-01-29,94,26.99,1
351,351,2016-01-30,94,26.99,6
352,352,2016-01-17,96,2.99,3
353,353,2016-01-22,96,2.99,1
354,354,2016-01-26,96,2.99,6
355,355,2016-01-27,96,2.99,2
356,356,2016-01-29,96,2.99,6
357,357,2016-01-30,96,2.99,4
358,358,2016-01-31,96,2.99,1
359,359,2016-01-27,97,14.49,1
360,360,2016-01-06,98,16.49,2
361,361,2016-01-07,98,16.49,1
362,362,2016-01-10,98,16.49,1
363,363,2016-01-16,98,16.49,1
364,364,2016-01-23,98,16.49,1
365,365,2016-01-27,98,16.49,1
366,366,2016-01-30,98,16.49,1
367,367,2016-01-01,99,7.99,7
368,368,2016-01-03,99,7.99,1
369,369,2016-01-07,99,7.99,1
370,370,2016-01-08,99,7.99,1
371,371,2016-01-09,99,7.99,1
372,372,2016-01-11,99,7.99,1
373,373,2016-01-12,99,7.99,2
374,374,2016-01-13,99,7.99,3
375,375,2016-01-15,99,7.99,1
376,376,2016-01-16,99,7.99,1
377,377,2016-01-17,99,7.99,1
378,378,2016-01-18,99,7.99,1
379,379,2016-01-20,99,7.99,2
380,380,2016-01-21,99,7.99,1
381,381,2016-01-22,99,7.99,1
382,382,2016-01-25,99,7.99,1
383,383,2016-01-26,99,7.99,1
384,384,2016-01-27,99,7.99,1
385,385,2016-01-30,99,7.99,1
386,386,2016-01-31,99,7.99,1
387,387,2016-01-07,100,14.49,1
388,388,2016-01-09,100,14.49,1
389,389,2016-01-15,100,14.49,1
390,390,2016-01-16,100,14.49,2
391,391,2016-01-20,100,14.49,1
392,392,2016-01-25,100,14.49,1
393,393,2016-01-26,100,14.49,1
394,394,2016-01-29,100,14.49,1
395,395,2016-01-16,101,56.99,3
396,396,2016-01-20,101,56.99,1
397,397,2016-01-22,101,56.99,1
398,398,2016-01-23,101,56.99,1
399,399,2016-01-29,101,56.99,1
400,400,2016-01-30,101,56.99,1
401,401,2016-01-31,102,36.99,1
402,402,2016-01-02,103,12.99,1
403,403,2016-01-06,103,12.99,1
404,404,2016-01-07,103,12.99,1
405,405,2016-01-11,103,12.99,1
406,406,2016-01-15,103,12.99,1
407,407,2016-01-20,103,12.99,2
408,408,2016-01-21,103,12.99,4
409,409,2016-01-30,103,12.99,1
410,410,2016-01-10,104,14.99,1
411,411,2016-01-15,104,14.99,1
412,412,2016-01-19,104,14.99,1
413,413,2016-01-20,104,14.99,2
414,414,2016-01-21,104,14.99,1
415,415,2016-01-22,104,14.99,3
416,416,2016-01-23,104,14.99,1
